STATION,NAME,BEGIN_LAT,BEGIN_LON,ELEVATION,DATE,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,Zip
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-03,4.7,0.0,0.0,0.0,68.0,38.0,210.0,210.0,17.0,23.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-03,0.0,0.0,0.0,0.0,58.0,31.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-03,0.0,0.0,0.0,0.0,65.0,14.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-03,0.0,0.0,0.0,0.0,69.0,39.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-03,5.37,0.0,0.0,0.0,70.0,40.0,220.0,210.0,16.1,21.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-04,6.71,0.06,0.0,0.0,58.0,42.0,170.0,190.0,14.1,18.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-04,0.0,0.0,0.0,0.0,70.0,40.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-04,0.0,0.0,0.0,0.0,69.0,43.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-04,0.0,0.15,0.0,0.0,60.0,45.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-04,8.72,0.07,0.0,0.0,61.0,46.0,180.0,180.0,16.1,23.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-05,3.58,0.18,0.0,0.0,59.0,46.0,340.0,320.0,14.1,19.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-05,0.0,0.17,0.0,0.0,62.0,47.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-05,0.0,0.3,0.0,0.0,59.0,51.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-05,0.0,0.09,0.0,0.0,58.0,47.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-05,4.92,0.07,0.0,0.0,61.0,48.0,360.0,360.0,17.0,19.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-06,6.26,0.94,0.0,0.0,63.0,50.0,290.0,290.0,14.1,18.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-06,0.0,0.15,0.0,0.0,64.0,47.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-06,0.0,0.5,0.0,0.0,64.0,50.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-06,0.0,0.43,0.0,0.0,62.0,53.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-06,5.82,0.45,0.0,0.0,65.0,51.0,300.0,280.0,15.0,19.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-07,12.3,1.29,0.0,0.0,68.0,35.0,260.0,210.0,25.9,40.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-07,0.0,1.05,0.0,0.0,65.0,57.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-07,0.0,0.25,0.0,0.0,70.0,24.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-07,0.0,1.31,0.0,0.0,68.0,38.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-07,12.53,1.41,0.0,0.0,70.0,36.0,280.0,290.0,32.0,44.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-08,11.86,0.0,0.0,0.0,35.0,20.0,250.0,270.0,23.0,35.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-08,0.0,0.75,0.0,0.0,69.0,23.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-08,0.0,1.2,0.0,0.0,69.0,21.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-08,0.0,0.0,0.0,0.0,38.0,20.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-08,13.42,0.0,0.0,0.0,36.0,20.0,270.0,280.0,28.0,35.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-09,6.93,0.0,0.0,0.0,34.0,15.0,20.0,30.0,13.0,18.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-09,0.0,0.0,0.0,0.0,36.0,17.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-09,0.0,0.0,0.0,0.0,35.0,16.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-09,8.05,0.0,0.0,0.0,36.0,18.0,50.0,30.0,14.1,19.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-10,5.37,0.25,0.0,0.0,41.0,24.0,110.0,110.0,10.1,14.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-10,0.0,0.0,0.0,0.0,35.0,17.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-10,0.0,0.0,0.0,0.0,36.0,11.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-10,0.0,0.27,0.1,0.0,41.0,24.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-10,4.92,0.26,0.1,0.0,43.0,26.0,150.0,150.0,8.9,12.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-11,4.92,1.47,0.0,0.0,50.0,41.0,90.0,80.0,12.1,18.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-11,0.0,0.7,0.0,0.0,41.0,25.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-11,0.0,0.9,0.0,0.0,48.0,23.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-11,0.0,1.27,0.0,0.0,50.0,41.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-11,4.25,1.54,0.0,0.0,51.0,42.0,100.0,100.0,8.9,14.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-12,11.86,1.14,0.0,0.0,56.0,33.0,260.0,270.0,28.0,42.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-12,0.0,2.16,0.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-12,0.0,1.95,0.0,0.0,57.0,44.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-12,0.0,1.23,0.0,0.0,56.0,33.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-12,14.99,1.23,0.0,0.0,58.0,35.0,260.0,270.0,33.1,45.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-13,12.3,0.0,0.0,0.0,42.0,28.0,250.0,260.0,21.9,34.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-13,0.0,0.21,0.0,0.0,58.0,35.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-13,0.0,0.0,0.0,0.0,44.0,12.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-13,0.0,0.0,0.0,0.0,42.0,28.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-13,13.42,0.0,0.0,0.0,44.0,29.0,270.0,270.0,29.1,40.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-14,11.86,0.0,0.0,0.0,60.0,36.0,210.0,210.0,30.0,44.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-14,0.0,0.0,0.0,0.0,43.0,30.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-14,0.0,0.0,0.0,0.0,60.0,20.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-14,0.0,0.0,0.0,0.0,59.0,37.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-14,13.42,0.0,0.0,0.0,61.0,37.0,200.0,210.0,30.0,48.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-15,8.72,0.0,0.0,0.0,54.0,30.0,290.0,290.0,17.0,27.1,40041
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-15,0.0,0.0,0.0,0.0,60.0,37.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-15,0.0,0.03,0.7,0.0,54.0,30.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-15,10.96,0.01,0.3,0.0,56.0,31.0,300.0,230.0,21.0,30.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-16,8.95,0.0,0.0,0.0,42.0,27.0,20.0,40.0,16.1,23.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-16,0.0,0.0,0.0,0.0,48.0,30.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-16,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-16,0.0,0.0,0.0,0.0,42.0,27.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-16,9.62,0.0,0.0,0.0,43.0,28.0,70.0,70.0,16.1,21.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-17,6.71,0.0,0.0,0.0,39.0,30.0,70.0,60.0,16.1,21.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-17,0.0,0.0,0.0,0.0,42.0,30.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-17,0.0,0.0,0.0,0.0,42.0,22.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-17,0.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-17,6.71,0.0,0.0,0.0,41.0,32.0,280.0,280.0,17.0,21.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-18,10.07,0.0,0.0,0.0,36.0,28.0,280.0,270.0,19.9,25.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-18,0.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-18,0.0,0.0,0.0,0.0,40.0,23.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-18,0.0,0.0,0.0,0.0,37.0,28.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-18,11.41,0.0,0.0,0.0,38.0,30.0,290.0,300.0,19.9,25.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-19,8.28,0.02,0.0,0.0,38.0,24.0,80.0,80.0,16.1,21.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-19,0.0,0.0,0.0,0.0,37.0,27.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-19,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-19,0.0,0.07,0.0,0.0,37.0,26.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-19,8.05,0.04,0.0,0.0,39.0,28.0,110.0,90.0,15.0,19.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-20,8.95,1.91,0.0,0.0,52.0,33.0,120.0,110.0,23.9,35.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-20,0.0,1.75,0.0,0.0,39.0,27.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-20,0.0,2.0,0.0,0.0,48.0,23.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-20,0.0,2.0,0.0,0.0,53.0,33.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-20,10.07,2.02,0.0,0.0,54.0,34.0,110.0,120.0,25.1,33.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-21,1.79,0.0,0.0,0.0,46.0,30.0,10.0,290.0,8.9,12.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-21,0.0,0.5,0.0,0.0,52.0,34.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-21,0.0,0.08,0.0,0.0,54.0,31.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-21,0.0,0.0,0.0,0.0,46.0,32.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-21,3.36,0.0,0.0,0.0,48.0,35.0,340.0,280.0,8.1,11.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-22,8.28,0.0,0.0,0.0,45.0,39.0,60.0,40.0,15.0,19.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-22,0.0,0.0,0.0,0.0,52.0,34.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-22,0.0,0.0,0.0,0.0,49.0,39.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-22,0.0,0.0,0.0,0.0,46.0,39.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-22,8.5,0.0,0.0,0.0,47.0,41.0,80.0,60.0,14.1,19.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-23,8.05,1.05,0.0,0.0,60.0,40.0,130.0,120.0,25.1,34.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-23,0.0,0.01,0.0,0.0,47.0,40.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-23,0.0,0.0,0.0,0.0,48.0,36.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-23,0.0,1.04,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-23,7.61,1.11,0.0,0.0,62.0,42.0,130.0,130.0,29.1,36.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-24,17.67,0.01,0.0,0.0,61.0,34.0,280.0,290.0,30.0,48.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-24,0.0,1.08,0.0,0.0,58.0,46.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-24,0.0,1.15,0.0,0.0,62.0,40.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-24,0.0,0.01,0.0,0.0,61.0,35.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-24,21.92,0.02,0.0,0.0,63.0,36.0,280.0,290.0,40.9,55.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-25,5.37,0.0,0.0,0.0,44.0,26.0,300.0,280.0,21.0,29.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-25,0.0,0.0,0.0,0.0,57.0,29.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-25,0.0,0.0,0.0,0.0,48.0,23.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-25,0.0,0.0,0.0,0.0,46.0,26.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-25,6.71,0.0,0.0,0.0,47.0,26.0,300.0,290.0,19.9,27.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-26,1.79,0.0,0.0,0.0,56.0,25.0,150.0,150.0,8.1,11.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-26,0.0,0.0,0.0,0.0,44.0,27.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-26,0.0,0.0,0.0,0.0,58.0,11.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-26,0.0,0.0,0.0,0.0,57.0,27.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-26,2.01,0.0,0.0,0.0,58.0,29.0,150.0,140.0,8.1,12.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-27,6.71,0.0,0.0,0.0,66.0,29.0,250.0,250.0,21.9,31.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-27,0.0,0.0,0.0,0.0,55.0,27.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-27,0.0,0.0,0.0,0.0,66.0,26.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-27,0.0,0.0,0.0,0.0,66.0,31.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-27,8.5,0.0,0.0,0.0,69.0,33.0,320.0,280.0,19.9,25.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-02-28,9.17,0.13,0.0,0.0,40.0,33.0,50.0,360.0,16.1,23.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-02-28,0.0,0.0,0.0,0.0,64.0,31.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-02-28,0.0,0.0,0.0,0.0,66.0,34.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-02-28,0.0,0.11,0.0,0.0,41.0,33.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-02-28,9.84,0.13,0.0,0.0,42.0,34.0,20.0,340.0,16.1,23.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-03-01,5.59,0.0,0.0,0.0,38.0,33.0,20.0,60.0,12.1,16.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-03-01,0.0,0.09,0.0,0.0,39.0,34.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-03-01,0.0,0.0,0.0,0.0,37.0,28.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-03-01,0.0,0.0,0.0,0.0,37.0,32.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-03-01,6.26,0.0,0.0,0.0,39.0,34.0,40.0,40.0,13.0,17.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-03-02,5.14,0.0,0.0,0.0,42.0,36.0,360.0,20.0,10.1,14.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-03-02,0.0,0.0,0.0,0.0,39.0,35.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-03-02,0.0,0.0,0.0,0.0,42.0,36.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-03-02,5.82,0.0,0.0,0.0,44.0,38.0,30.0,300.0,13.0,16.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-03-03,7.61,0.12,0.0,0.0,38.0,28.0,360.0,360.0,16.1,28.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-03-03,0.0,0.0,0.0,0.0,44.0,38.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-03-03,0.0,0.02,0.0,0.0,43.0,31.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-03-03,0.0,0.2,1.2,1.0,39.0,27.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2019-03-03,11.63,0.14,1.3,0.0,40.0,29.0,360.0,360.0,23.0,31.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2019-03-04,9.62,0.0,0.0,0.0,28.0,14.0,310.0,250.0,16.1,25.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2019-03-04,0.0,0.05,0.0,0.0,39.0,30.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2019-03-04,0.0,0.05,0.0,0.0,35.0,4.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2019-03-04,0.0,0.0,0.0,0.0,27.0,14.0,0.0,0.0,0.0,0.0,40229
